1.0, 64, 12.5
1.050048828125, 79, 15.4296875
1.10009765625, 80, 15.625
1.14990234375, 79, 15.4296875
1.199951171875, 79, 15.4296875
1.25, 78, 15.234375
1.300048828125, 78, 15.234375
1.35009765625, 79, 15.4296875
1.39990234375, 78, 15.234375
1.449951171875, 79, 15.4296875
1.5, 79, 15.4296875
1.550048828125, 78, 15.234375
1.60009765625, 77, 15.0390625
1.64990234375, 78, 15.234375
1.699951171875, 78, 15.234375
1.75, 77, 15.0390625
1.800048828125, 76, 14.84375
1.85009765625, 77, 15.0390625
1.89990234375, 77, 15.0390625
1.949951171875, 76, 14.84375
2.0, 77, 15.0390625
2.050048828125, 77, 15.0390625
2.10009765625, 77, 15.0390625
2.14990234375, 77, 15.0390625
2.199951171875, 77, 15.0390625
2.25, 78, 15.234375
2.300048828125, 76, 14.84375
2.35009765625, 76, 14.84375
2.39990234375, 76, 14.84375
2.449951171875, 77, 15.0390625
2.5, 76, 14.84375
2.550048828125, 78, 15.234375
2.60009765625, 76, 14.84375
2.64990234375, 76, 14.84375
2.699951171875, 77, 15.0390625
2.75, 77, 15.0390625
2.800048828125, 76, 14.84375
2.85009765625, 76, 14.84375
2.89990234375, 76, 14.84375
2.949951171875, 77, 15.0390625
3.0, 75, 14.6484375
3.050048828125, 76, 14.84375
3.10009765625, 76, 14.84375
3.14990234375, 77, 15.0390625
3.199951171875, 77, 15.0390625
3.25, 77, 15.0390625
3.300048828125, 77, 15.0390625
3.35009765625, 76, 14.84375
3.39990234375, 77, 15.0390625
3.449951171875, 78, 15.234375
3.5, 75, 14.6484375
3.550048828125, 78, 15.234375
3.60009765625, 76, 14.84375
3.64990234375, 76, 14.84375
3.699951171875, 76, 14.84375
3.75, 76, 14.84375
3.800048828125, 76, 14.84375
3.85009765625, 77, 15.0390625
3.89990234375, 76, 14.84375
3.949951171875, 76, 14.84375
4.0, 76, 14.84375
4.050048828125, 76, 14.84375
4.10009765625, 75, 14.6484375
4.14990234375, 76, 14.84375
4.199951171875, 76, 14.84375
4.25, 76, 14.84375
4.300048828125, 77, 15.0390625
4.35009765625, 76, 14.84375
4.39990234375, 76, 14.84375
4.449951171875, 76, 14.84375
4.5, 76, 14.84375
4.550048828125, 76, 14.84375
4.60009765625, 76, 14.84375
4.64990234375, 77, 15.0390625
4.699951171875, 75, 14.6484375
4.75, 77, 15.0390625
4.800048828125, 76, 14.84375
4.85009765625, 76, 14.84375
4.89990234375, 76, 14.84375
4.949951171875, 75, 14.6484375
5.0, 76, 14.84375
5.050048828125, 76, 14.84375
5.10009765625, 75, 14.6484375
5.14990234375, 76, 14.84375
5.199951171875, 75, 14.6484375
5.25, 76, 14.84375
5.300048828125, 77, 15.0390625
5.35009765625, 76, 14.84375
5.39990234375, 76, 14.84375
5.449951171875, 75, 14.6484375
